State,data_monthid,category,Million_Vehicle_Miles,area,monthid
kentucky,201811,Urban_Arterial_201810,1541,urban,201810
kentucky,201811,All_Arterial_201810,4373,all,201810
louisiana,201811,Rural_Arterial_201810,888,rural,201810
louisiana,201811,Urban_Arterial_201810,2067,urban,201810
louisiana,201811,All_Arterial_201810,3808,all,201810
maine,201811,Rural_Arterial_201810,491,rural,201810
maine,201811,Urban_Arterial_201810,292,urban,201810
maine,201811,All_Arterial_201810,1311,all,201810
maryland,201811,Rural_Arterial_201810,562,rural,201810
maryland,201811,Urban_Arterial_201810,3751,urban,201810
maryland,201811,All_Arterial_201810,5375,all,201810
massachusetts,201811,Rural_Arterial_201810,217,rural,201810
massachusetts,201811,Urban_Arterial_201810,4272,urban,201810
massachusetts,201811,All_Arterial_201810,5697,all,201810
michigan,201811,Rural_Arterial_201810,1704,rural,201810
michigan,201811,Urban_Arterial_201810,4916,urban,201810
michigan,201811,All_Arterial_201810,8699,all,201810
minnesota,201811,Rural_Arterial_201810,1450,rural,201810
minnesota,201811,Urban_Arterial_201810,2354,urban,201810
minnesota,201811,All_Arterial_201810,5114,all,201810
mississippi,201811,Rural_Arterial_201810,1078,rural,201810
mississippi,201811,Urban_Arterial_201810,1112,urban,201810
mississippi,201811,All_Arterial_201810,3451,all,201810
missouri,201811,Rural_Arterial_201810,1515,rural,201810
missouri,201811,Urban_Arterial_201810,2611,urban,201810
missouri,201811,All_Arterial_201810,6064,all,201810
montana,201811,Rural_Arterial_201810,549,rural,201810
montana,201811,Urban_Arterial_201810,205,urban,201810
montana,201811,All_Arterial_201810,1088,all,201810
nebraska,201811,Rural_Arterial_201810,819,rural,201810
nebraska,201811,Urban_Arterial_201810,645,urban,201810
nebraska,201811,All_Arterial_201810,1895,all,201810
nevada,201811,Rural_Arterial_201810,374,rural,201810
nevada,201811,Urban_Arterial_201810,1347,urban,201810
nevada,201811,All_Arterial_201810,2519,all,201810
new hampshire,201811,Rural_Arterial_201810,305,rural,201810
new hampshire,201811,Urban_Arterial_201810,593,urban,201810
new hampshire,201811,All_Arterial_201810,1220,all,201810
new jersey,201811,Rural_Arterial_201810,257,rural,201810
new jersey,201811,Urban_Arterial_201810,4858,urban,201810
new jersey,201811,All_Arterial_201810,6626,all,201810
new mexico,201811,Rural_Arterial_201810,947,rural,201810
new mexico,201811,Urban_Arterial_201810,736,urban,201810
new mexico,201811,All_Arterial_201810,2528,all,201810
new york,201811,Rural_Arterial_201810,1179,rural,201810
new york,201811,Urban_Arterial_201810,6173,urban,201810
new york,201811,All_Arterial_201810,9980,all,201810
north carolina,201811,Rural_Arterial_201810,1888,rural,201810
north carolina,201811,Urban_Arterial_201810,4800,urban,201810
north carolina,201811,All_Arterial_201810,10498,all,201810
north dakota,201811,Rural_Arterial_201810,412,rural,201810
north dakota,201811,Urban_Arterial_201810,205,urban,201810
north dakota,201811,All_Arterial_201810,881,all,201810
ohio,201811,Rural_Arterial_201810,1756,rural,201810
ohio,201811,Urban_Arterial_201810,5377,urban,201810
ohio,201811,All_Arterial_201810,10320,all,201810
oklahoma,201811,Rural_Arterial_201810,1176,rural,201810
oklahoma,201811,Urban_Arterial_201810,1763,urban,201810
oklahoma,201811,All_Arterial_201810,4272,all,201810
oregon,201811,Rural_Arterial_201810,926,rural,201810
oregon,201811,Urban_Arterial_201810,1555,urban,201810
oregon,201811,All_Arterial_201810,3332,all,201810
pennsylvania,201811,Rural_Arterial_201810,2144,rural,201810
pennsylvania,201811,Urban_Arterial_201810,4762,urban,201810
pennsylvania,201811,All_Arterial_201810,9508,all,201810
rhode island,201811,Rural_Arterial_201810,62,rural,201810
rhode island,201811,Urban_Arterial_201810,476,urban,201810
rhode island,201811,All_Arterial_201810,637,all,201810
south carolina,201811,Rural_Arterial_201810,1441,rural,201810
south carolina,201811,Urban_Arterial_201810,2183,urban,201810
south carolina,201811,All_Arterial_201810,4853,all,201810
south dakota,201811,Rural_Arterial_201810,427,rural,201810
south dakota,201811,Urban_Arterial_201810,195,urban,201810
south dakota,201811,All_Arterial_201810,793,all,201810
tennessee,201811,Rural_Arterial_201810,1591,rural,201810
tennessee,201811,Urban_Arterial_201810,3279,urban,201810
tennessee,201811,All_Arterial_201810,6599,all,201810
texas,201811,Rural_Arterial_201810,4670,rural,201810
texas,201811,Urban_Arterial_201810,14057,urban,201810
texas,201811,All_Arterial_201810,23845,all,201810
utah,201811,Rural_Arterial_201810,540,rural,201810
utah,201811,Urban_Arterial_201810,1511,urban,201810
utah,201811,All_Arterial_201810,2878,all,201810
vermont,201811,Rural_Arterial_201810,261,rural,201810
vermont,201811,Urban_Arterial_201810,133,urban,201810
vermont,201811,All_Arterial_201810,656,all,201810
virginia,201811,Rural_Arterial_201810,1871,rural,201810
virginia,201811,Urban_Arterial_201810,4058,urban,201810
virginia,201811,All_Arterial_201810,7455,all,201810
washington,201811,Rural_Arterial_201810,995,rural,201810
washington,201811,Urban_Arterial_201810,3119,urban,201810
washington,201811,All_Arterial_201810,5302,all,201810
west virginia,201811,Rural_Arterial_201810,572,rural,201810
west virginia,201811,Urban_Arterial_201810,785,urban,201810
west virginia,201811,All_Arterial_201810,1895,all,201810
wisconsin,201811,Rural_Arterial_201810,1798,rural,201810
wisconsin,201811,Urban_Arterial_201810,2151,urban,201810
wisconsin,201811,All_Arterial_201810,5567,all,201810
wyoming,201811,Rural_Arterial_201810,425,rural,201810
wyoming,201811,Urban_Arterial_201810,159,urban,201810
wyoming,201811,All_Arterial_201810,867,all,201810
alabama,201812,All_Arterial_201811,5349,all,201811
alabama,201812,Rural_Arterial_201811,1247,rural,201811
alabama,201812,Urban_Arterial_201811,2100,urban,201811
alaska,201812,All_Arterial_201811,373,all,201811
alaska,201812,Rural_Arterial_201811,89,rural,201811
alaska,201812,Urban_Arterial_201811,163,urban,201811
arizona,201812,All_Arterial_201811,5390,all,201811
arizona,201812,Rural_Arterial_201811,1037,rural,201811
arizona,201812,Urban_Arterial_201811,3114,urban,201811
arkansas,201812,All_Arterial_201811,2606,all,201811
arkansas,201812,Rural_Arterial_201811,831,rural,201811
arkansas,201812,Urban_Arterial_201811,1040,urban,201811
california,201812,All_Arterial_201811,32119,all,201811
california,201812,Rural_Arterial_201811,3463,rural,201811
california,201812,Urban_Arterial_201811,23073,urban,201811
colorado,201812,All_Arterial_201811,3869,all,201811
colorado,201812,Rural_Arterial_201811,936,rural,201811
colorado,201812,Urban_Arterial_201811,2179,urban,201811
connecticut,201812,All_Arterial_201811,2656,all,201811
connecticut,201812,Rural_Arterial_201811,129,rural,201811
connecticut,201812,Urban_Arterial_201811,1948,urban,201811
delaware,201812,All_Arterial_201811,764,all,201811
delaware,201812,Rural_Arterial_201811,112,rural,201811
delaware,201812,Urban_Arterial_201811,416,urban,201811
district of columbia,201812,All_Arterial_201811,292,all,201811
district of columbia,201812,Rural_Arterial_201811,0,rural,201811
district of columbia,201812,Urban_Arterial_201811,207,urban,201811
florida,201812,All_Arterial_201811,18401,all,201811
florida,201812,Rural_Arterial_201811,2180,rural,201811
florida,201812,Urban_Arterial_201811,9911,urban,201811
georgia,201812,All_Arterial_201811,9360,all,201811
georgia,201812,Rural_Arterial_201811,1659,rural,201811
georgia,201812,Urban_Arterial_201811,4779,urban,201811
hawaii,201812,All_Arterial_201811,868,all,201811
hawaii,201812,Rural_Arterial_201811,57,rural,201811
hawaii,201812,Urban_Arterial_201811,489,urban,201811
idaho,201812,All_Arterial_201811,1399,all,201811
idaho,201812,Rural_Arterial_201811,486,rural,201811
idaho,201812,Urban_Arterial_201811,461,urban,201811
illinois,201812,All_Arterial_201811,7746,all,201811
illinois,201812,Rural_Arterial_201811,1180,rural,201811
illinois,201812,Urban_Arterial_201811,4505,urban,201811
indiana,201812,All_Arterial_201811,6673,all,201811
indiana,201812,Rural_Arterial_201811,1235,rural,201811
indiana,201812,Urban_Arterial_201811,2615,urban,201811
iowa,201812,All_Arterial_201811,2534,all,201811
iowa,201812,Rural_Arterial_201811,1082,rural,201811
iowa,201812,Urban_Arterial_201811,811,urban,201811
kansas,201812,All_Arterial_201811,2527,all,201811
kansas,201812,Rural_Arterial_201811,825,rural,201811
kansas,201812,Urban_Arterial_201811,968,urban,201811
kentucky,201812,All_Arterial_201811,4026,all,201811
kentucky,201812,Rural_Arterial_201811,1419,rural,201811
kentucky,201812,Urban_Arterial_201811,1397,urban,201811
louisiana,201812,All_Arterial_201811,3532,all,201811
louisiana,201812,Rural_Arterial_201811,920,rural,201811
louisiana,201812,Urban_Arterial_201811,1783,urban,201811
maine,201812,All_Arterial_201811,1138,all,201811
maine,201812,Rural_Arterial_201811,431,rural,201811
maine,201812,Urban_Arterial_201811,250,urban,201811
maryland,201812,All_Arterial_201811,4761,all,201811
maryland,201812,Rural_Arterial_201811,529,rural,201811
maryland,201812,Urban_Arterial_201811,3260,urban,201811
massachusetts,201812,All_Arterial_201811,4943,all,201811
massachusetts,201812,Rural_Arterial_201811,172,rural,201811
massachusetts,201812,Urban_Arterial_201811,3734,urban,201811
michigan,201812,All_Arterial_201811,7201,all,201811
michigan,201812,Rural_Arterial_201811,1456,rural,201811
michigan,201812,Urban_Arterial_201811,4123,urban,201811
minnesota,201812,All_Arterial_201811,5059,all,201811
minnesota,201812,Rural_Arterial_201811,1337,rural,201811
minnesota,201812,Urban_Arterial_201811,2234,urban,201811
mississippi,201812,All_Arterial_201811,3211,all,201811
mississippi,201812,Rural_Arterial_201811,1066,rural,201811
mississippi,201812,Urban_Arterial_201811,975,urban,201811
missouri,201812,All_Arterial_201811,5602,all,201811
missouri,201812,Rural_Arterial_201811,1488,rural,201811
missouri,201812,Urban_Arterial_201811,2413,urban,201811
montana,201812,All_Arterial_201811,946,all,201811
montana,201812,Rural_Arterial_201811,474,rural,201811
montana,201812,Urban_Arterial_201811,178,urban,201811
nebraska,201812,All_Arterial_201811,1653,all,201811
nebraska,201812,Rural_Arterial_201811,706,rural,201811
nebraska,201812,Urban_Arterial_201811,565,urban,201811
nevada,201812,All_Arterial_201811,2340,all,201811
nevada,201812,Rural_Arterial_201811,332,rural,201811
nevada,201812,Urban_Arterial_201811,1258,urban,201811
new hampshire,201812,All_Arterial_201811,999,all,201811
new hampshire,201812,Rural_Arterial_201811,333,rural,201811
new hampshire,201812,Urban_Arterial_201811,374,urban,201811
new jersey,201812,All_Arterial_201811,6744,all,201811
new jersey,201812,Rural_Arterial_201811,231,rural,201811
new jersey,201812,Urban_Arterial_201811,4952,urban,201811
new mexico,201812,All_Arterial_201811,2147,all,201811
new mexico,201812,Rural_Arterial_201811,790,rural,201811
new mexico,201812,Urban_Arterial_201811,641,urban,201811
new york,201812,All_Arterial_201811,8936,all,201811
new york,201812,Rural_Arterial_201811,1009,rural,201811
new york,201812,Urban_Arterial_201811,5105,urban,201811
north carolina,201812,All_Arterial_201811,9508,all,201811
north carolina,201812,Rural_Arterial_201811,1691,rural,201811
north carolina,201812,Urban_Arterial_201811,4459,urban,201811
north dakota,201812,All_Arterial_201811,676,all,201811
north dakota,201812,Rural_Arterial_201811,318,rural,201811
north dakota,201812,Urban_Arterial_201811,166,urban,201811
ohio,201812,All_Arterial_201811,9819,all,201811
ohio,201812,Rural_Arterial_201811,1606,rural,201811
ohio,201812,Urban_Arterial_201811,5062,urban,201811
oklahoma,201812,All_Arterial_201811,4136,all,201811
oklahoma,201812,Rural_Arterial_201811,1169,rural,201811
oklahoma,201812,Urban_Arterial_201811,1659,urban,201811
oregon,201812,All_Arterial_201811,2846,all,201811
oregon,201812,Rural_Arterial_201811,783,rural,201811
oregon,201812,Urban_Arterial_201811,1359,urban,201811
pennsylvania,201812,All_Arterial_201811,8293,all,201811
pennsylvania,201812,Rural_Arterial_201811,1895,rural,201811
pennsylvania,201812,Urban_Arterial_201811,4296,urban,201811
rhode island,201812,All_Arterial_201811,592,all,201811
rhode island,201812,Rural_Arterial_201811,61,rural,201811
rhode island,201812,Urban_Arterial_201811,442,urban,201811
south carolina,201812,All_Arterial_201811,4387,all,201811
south carolina,201812,Rural_Arterial_201811,1383,rural,201811
south carolina,201812,Urban_Arterial_201811,1856,urban,201811
south dakota,201812,All_Arterial_201811,692,all,201811
south dakota,201812,Rural_Arterial_201811,365,rural,201811
south dakota,201812,Urban_Arterial_201811,182,urban,201811
tennessee,201812,All_Arterial_201811,6095,all,201811
tennessee,201812,Rural_Arterial_201811,1365,rural,201811
tennessee,201812,Urban_Arterial_201811,3133,urban,201811
texas,201812,All_Arterial_201811,22718,all,201811
texas,201812,Rural_Arterial_201811,4627,rural,201811
texas,201812,Urban_Arterial_201811,13283,urban,201811
utah,201812,All_Arterial_201811,2561,all,201811
utah,201812,Rural_Arterial_201811,462,rural,201811
utah,201812,Urban_Arterial_201811,1339,urban,201811
vermont,201812,All_Arterial_201811,555,all,201811
vermont,201812,Rural_Arterial_201811,223,rural,201811
vermont,201812,Urban_Arterial_201811,115,urban,201811
virginia,201812,All_Arterial_201811,6914,all,201811
virginia,201812,Rural_Arterial_201811,1811,rural,201811
virginia,201812,Urban_Arterial_201811,3697,urban,201811
washington,201812,All_Arterial_201811,4906,all,201811
washington,201812,Rural_Arterial_201811,920,rural,201811
washington,201812,Urban_Arterial_201811,2834,urban,201811
west virginia,201812,All_Arterial_201811,2034,all,201811
west virginia,201812,Rural_Arterial_201811,620,rural,201811
west virginia,201812,Urban_Arterial_201811,852,urban,201811
wisconsin,201812,All_Arterial_201811,4993,all,201811
wisconsin,201812,Rural_Arterial_201811,1600,rural,201811
wisconsin,201812,Urban_Arterial_201811,1950,urban,201811
wyoming,201812,All_Arterial_201811,702,all,201811
wyoming,201812,Rural_Arterial_201811,351,rural,201811
wyoming,201812,Urban_Arterial_201811,128,urban,201811
alabama,201901,Rural_Arterial_201812,1287,rural,201812
alabama,201901,Urban_Arterial_201812,2339,urban,201812
alabama,201901,All_Arterial_201812,5757,all,201812
alaska,201901,Rural_Arterial_201812,89,rural,201812
alaska,201901,Urban_Arterial_201812,175,urban,201812
alaska,201901,All_Arterial_201812,392,all,201812
arizona,201901,Rural_Arterial_201812,1033,rural,201812
arizona,201901,Urban_Arterial_201812,3807,urban,201812
arizona,201901,All_Arterial_201812,6314,all,201812
arkansas,201901,Rural_Arterial_201812,987,rural,201812
arkansas,201901,Urban_Arterial_201812,1244,urban,201812
arkansas,201901,All_Arterial_201812,3093,all,201812
california,201901,Rural_Arterial_201812,3957,rural,201812
california,201901,Urban_Arterial_201812,22555,urban,201812
california,201901,All_Arterial_201812,32333,all,201812
colorado,201901,Rural_Arterial_201812,906,rural,201812
colorado,201901,Urban_Arterial_201812,2646,urban,201812
colorado,201901,All_Arterial_201812,4464,all,201812
connecticut,201901,Rural_Arterial_201812,128,rural,201812
connecticut,201901,Urban_Arterial_201812,1936,urban,201812
connecticut,201901,All_Arterial_201812,2636,all,201812
delaware,201901,Rural_Arterial_201812,111,rural,201812
delaware,201901,Urban_Arterial_201812,446,urban,201812
delaware,201901,All_Arterial_201812,789,all,201812
district of columbia,201901,Rural_Arterial_201812,0,rural,201812
district of columbia,201901,Urban_Arterial_201812,219,urban,201812
district of columbia,201901,All_Arterial_201812,313,all,201812
florida,201901,Rural_Arterial_201812,2115,rural,201812
florida,201901,Urban_Arterial_201812,9982,urban,201812
florida,201901,All_Arterial_201812,18320,all,201812
georgia,201901,Rural_Arterial_201812,1602,rural,201812
georgia,201901,Urban_Arterial_201812,5325,urban,201812
georgia,201901,All_Arterial_201812,10081,all,201812
hawaii,201901,Rural_Arterial_201812,61,rural,201812
hawaii,201901,Urban_Arterial_201812,478,urban,201812
hawaii,201901,All_Arterial_201812,856,all,201812
idaho,201901,Rural_Arterial_201812,465,rural,201812
idaho,201901,Urban_Arterial_201812,477,urban,201812
idaho,201901,All_Arterial_201812,1369,all,201812
illinois,201901,Rural_Arterial_201812,1337,rural,201812
illinois,201901,Urban_Arterial_201812,4876,urban,201812
illinois,201901,All_Arterial_201812,8332,all,201812
indiana,201901,Rural_Arterial_201812,1318,rural,201812
indiana,201901,Urban_Arterial_201812,3054,urban,201812
indiana,201901,All_Arterial_201812,7347,all,201812
iowa,201901,Rural_Arterial_201812,1100,rural,201812
iowa,201901,Urban_Arterial_201812,829,urban,201812
iowa,201901,All_Arterial_201812,2598,all,201812
kansas,201901,Rural_Arterial_201812,912,rural,201812
kansas,201901,Urban_Arterial_201812,1172,urban,201812
kansas,201901,All_Arterial_201812,2929,all,201812
kentucky,201901,Rural_Arterial_201812,1365,rural,201812
kentucky,201901,Urban_Arterial_201812,1503,urban,201812
kentucky,201901,All_Arterial_201812,4028,all,201812
louisiana,201901,Rural_Arterial_201812,989,rural,201812
louisiana,201901,Urban_Arterial_201812,2014,urban,201812
louisiana,201901,All_Arterial_201812,3955,all,201812
maine,201901,Rural_Arterial_201812,448,rural,201812
maine,201901,Urban_Arterial_201812,261,urban,201812
maine,201901,All_Arterial_201812,1217,all,201812
maryland,201901,Rural_Arterial_201812,510,rural,201812
maryland,201901,Urban_Arterial_201812,3184,urban,201812
maryland,201901,All_Arterial_201812,4663,all,201812
massachusetts,201901,Rural_Arterial_201812,198,rural,201812
massachusetts,201901,Urban_Arterial_201812,4051,urban,201812
massachusetts,201901,All_Arterial_201812,5445,all,201812
michigan,201901,Rural_Arterial_201812,1646,rural,201812
michigan,201901,Urban_Arterial_201812,5423,urban,201812
michigan,201901,All_Arterial_201812,9380,all,201812
minnesota,201901,Rural_Arterial_201812,1259,rural,201812
minnesota,201901,Urban_Arterial_201812,2168,urban,201812
minnesota,201901,All_Arterial_201812,4682,all,201812
mississippi,201901,Rural_Arterial_201812,991,rural,201812
mississippi,201901,Urban_Arterial_201812,1005,urban,201812
mississippi,201901,All_Arterial_201812,3050,all,201812
missouri,201901,Rural_Arterial_201812,1475,rural,201812
missouri,201901,Urban_Arterial_201812,2847,urban,201812
missouri,201901,All_Arterial_201812,6355,all,201812
montana,201901,Rural_Arterial_201812,499,rural,201812
montana,201901,Urban_Arterial_201812,179,urban,201812
montana,201901,All_Arterial_201812,988,all,201812
nebraska,201901,Rural_Arterial_201812,681,rural,201812
nebraska,201901,Urban_Arterial_201812,574,urban,201812
nebraska,201901,All_Arterial_201812,1634,all,201812
nevada,201901,Rural_Arterial_201812,343,rural,201812
nevada,201901,Urban_Arterial_201812,1243,urban,201812
nevada,201901,All_Arterial_201812,2326,all,201812
new hampshire,201901,Rural_Arterial_201812,273,rural,201812
new hampshire,201901,Urban_Arterial_201812,578,urban,201812
new hampshire,201901,All_Arterial_201812,1163,all,201812
new jersey,201901,Rural_Arterial_201812,253,rural,201812
new jersey,201901,Urban_Arterial_201812,5025,urban,201812
new jersey,201901,All_Arterial_201812,6883,all,201812
new mexico,201901,Rural_Arterial_201812,770,rural,201812
new mexico,201901,Urban_Arterial_201812,732,urban,201812
new mexico,201901,All_Arterial_201812,2197,all,201812
new york,201901,Rural_Arterial_201812,1179,rural,201812
new york,201901,Urban_Arterial_201812,6130,urban,201812
new york,201901,All_Arterial_201812,10305,all,201812
north carolina,201901,Rural_Arterial_201812,1734,rural,201812
north carolina,201901,Urban_Arterial_201812,4235,urban,201812
north carolina,201901,All_Arterial_201812,9377,all,201812
north dakota,201901,Rural_Arterial_201812,355,rural,201812
north dakota,201901,Urban_Arterial_201812,169,urban,201812
north dakota,201901,All_Arterial_201812,756,all,201812
ohio,201901,Rural_Arterial_201812,1685,rural,201812
ohio,201901,Urban_Arterial_201812,5211,urban,201812
ohio,201901,All_Arterial_201812,10311,all,201812
oklahoma,201901,Rural_Arterial_201812,976,rural,201812
oklahoma,201901,Urban_Arterial_201812,1692,urban,201812
oklahoma,201901,All_Arterial_201812,3789,all,201812
oregon,201901,Rural_Arterial_201812,796,rural,201812
oregon,201901,Urban_Arterial_201812,1526,urban,201812
oregon,201901,All_Arterial_201812,3093,all,201812
pennsylvania,201901,Rural_Arterial_201812,1933,rural,201812
pennsylvania,201901,Urban_Arterial_201812,4611,urban,201812
pennsylvania,201901,All_Arterial_201812,8723,all,201812
rhode island,201901,Rural_Arterial_201812,53,rural,201812
rhode island,201901,Urban_Arterial_201812,493,urban,201812
rhode island,201901,All_Arterial_201812,641,all,201812
south carolina,201901,Rural_Arterial_201812,1362,rural,201812
south carolina,201901,Urban_Arterial_201812,1854,urban,201812
south carolina,201901,All_Arterial_201812,4327,all,201812
south dakota,201901,Rural_Arterial_201812,387,rural,201812
south dakota,201901,Urban_Arterial_201812,195,urban,201812
south dakota,201901,All_Arterial_201812,748,all,201812
tennessee,201901,Rural_Arterial_201812,1438,rural,201812
tennessee,201901,Urban_Arterial_201812,3307,urban,201812
tennessee,201901,All_Arterial_201812,6452,all,201812
texas,201901,Rural_Arterial_201812,4337,rural,201812
texas,201901,Urban_Arterial_201812,12849,urban,201812
texas,201901,All_Arterial_201812,21850,all,201812
utah,201901,Rural_Arterial_201812,468,rural,201812
utah,201901,Urban_Arterial_201812,1313,urban,201812
utah,201901,All_Arterial_201812,2513,all,201812
vermont,201901,Rural_Arterial_201812,240,rural,201812
vermont,201901,Urban_Arterial_201812,120,urban,201812
vermont,201901,All_Arterial_201812,604,all,201812
virginia,201901,Rural_Arterial_201812,1706,rural,201812
virginia,201901,Urban_Arterial_201812,3708,urban,201812
virginia,201901,All_Arterial_201812,6787,all,201812
washington,201901,Rural_Arterial_201812,859,rural,201812
washington,201901,Urban_Arterial_201812,2787,urban,201812
washington,201901,All_Arterial_201812,4819,all,201812
west virginia,201901,Rural_Arterial_201812,501,rural,201812
west virginia,201901,Urban_Arterial_201812,683,urban,201812
west virginia,201901,All_Arterial_201812,1656,all,201812
wisconsin,201901,Rural_Arterial_201812,1580,rural,201812
wisconsin,201901,Urban_Arterial_201812,2025,urban,201812
wisconsin,201901,All_Arterial_201812,5054,all,201812
wyoming,201901,Rural_Arterial_201812,333,rural,201812
wyoming,201901,Urban_Arterial_201812,136,urban,201812
wyoming,201901,All_Arterial_201812,724,all,201812
alabama,201902,Rural_Arterial_201901,1248,rural,201901
alabama,201902,Urban_Arterial_201901,2089,urban,201901
alabama,201902,All_Arterial_201901,5374,all,201901
alaska,201902,Rural_Arterial_201901,86,rural,201901
alaska,201902,Urban_Arterial_201901,152,urban,201901
alaska,201902,All_Arterial_201901,362,all,201901
arizona,201902,Rural_Arterial_201901,970,rural,201901
arizona,201902,Urban_Arterial_201901,3537,urban,201901
arizona,201902,All_Arterial_201901,5798,all,201901
arkansas,201902,Rural_Arterial_201901,844,rural,201901
arkansas,201902,Urban_Arterial_201901,1379,urban,201901
arkansas,201902,All_Arterial_201901,3152,all,201901
california,201902,Rural_Arterial_201901,2635,rural,201901
california,201902,Urban_Arterial_201901,18603,urban,201901
california,201902,All_Arterial_201901,25741,all,201901
colorado,201902,Rural_Arterial_201901,910,rural,201901
colorado,201902,Urban_Arterial_201901,2883,urban,201901
colorado,201902,All_Arterial_201901,4705,all,201901
connecticut,201902,Rural_Arterial_201901,111,rural,201901
connecticut,201902,Urban_Arterial_201901,1743,urban,201901
connecticut,201902,All_Arterial_201901,2364,all,201901
delaware,201902,Rural_Arterial_201901,103,rural,201901
delaware,201902,Urban_Arterial_201901,390,urban,201901
delaware,201902,All_Arterial_201901,731,all,201901
district of columbia,201902,Rural_Arterial_201901,0,rural,201901
district of columbia,201902,Urban_Arterial_201901,251,urban,201901
district of columbia,201902,All_Arterial_201901,349,all,201901
florida,201902,Rural_Arterial_201901,2192,rural,201901
florida,201902,Urban_Arterial_201901,10426,urban,201901
florida,201902,All_Arterial_201901,19349,all,201901
georgia,201902,Rural_Arterial_201901,1675,rural,201901
georgia,201902,Urban_Arterial_201901,5102,urban,201901
georgia,201902,All_Arterial_201901,9869,all,201901
hawaii,201902,Rural_Arterial_201901,59,rural,201901
hawaii,201902,Urban_Arterial_201901,543,urban,201901
hawaii,201902,All_Arterial_201901,964,all,201901
idaho,201902,Rural_Arterial_201901,429,rural,201901
idaho,201902,Urban_Arterial_201901,454,urban,201901
idaho,201902,All_Arterial_201901,1301,all,201901
illinois,201902,Rural_Arterial_201901,1180,rural,201901
illinois,201902,Urban_Arterial_201901,4492,urban,201901
illinois,201902,All_Arterial_201901,7750,all,201901
indiana,201902,Rural_Arterial_201901,1223,rural,201901
indiana,201902,Urban_Arterial_201901,2538,urban,201901
indiana,201902,All_Arterial_201901,6338,all,201901
iowa,201902,Rural_Arterial_201901,940,rural,201901
iowa,201902,Urban_Arterial_201901,786,urban,201901
iowa,201902,All_Arterial_201901,2296,all,201901
kansas,201902,Rural_Arterial_201901,781,rural,201901
kansas,201902,Urban_Arterial_201901,985,urban,201901
kansas,201902,All_Arterial_201901,2404,all,201901
kentucky,201902,Rural_Arterial_201901,1353,rural,201901
kentucky,201902,Urban_Arterial_201901,1517,urban,201901
kentucky,201902,All_Arterial_201901,4074,all,201901
louisiana,201902,Rural_Arterial_201901,919,rural,201901
louisiana,201902,Urban_Arterial_201901,2011,urban,201901
louisiana,201902,All_Arterial_201901,3804,all,201901
maine,201902,Rural_Arterial_201901,381,rural,201901
maine,201902,Urban_Arterial_201901,239,urban,201901
maine,201902,All_Arterial_201901,1063,all,201901
maryland,201902,Rural_Arterial_201901,456,rural,201901
maryland,201902,Urban_Arterial_201901,3206,urban,201901
maryland,201902,All_Arterial_201901,4554,all,201901
massachusetts,201902,Rural_Arterial_201901,159,rural,201901
massachusetts,201902,Urban_Arterial_201901,3534,urban,201901
massachusetts,201902,All_Arterial_201901,4696,all,201901
michigan,201902,Rural_Arterial_201901,1355,rural,201901
michigan,201902,Urban_Arterial_201901,5020,urban,201901
michigan,201902,All_Arterial_201901,8153,all,201901
minnesota,201902,Rural_Arterial_201901,1100,rural,201901
minnesota,201902,Urban_Arterial_201901,2012,urban,201901
minnesota,201902,All_Arterial_201901,4319,all,201901
mississippi,201902,Rural_Arterial_201901,1016,rural,201901
mississippi,201902,Urban_Arterial_201901,991,urban,201901
mississippi,201902,All_Arterial_201901,3150,all,201901
missouri,201902,Rural_Arterial_201901,1146,rural,201901
missouri,201902,Urban_Arterial_201901,2618,urban,201901
missouri,201902,All_Arterial_201901,5542,all,201901
montana,201902,Rural_Arterial_201901,372,rural,201901
montana,201902,Urban_Arterial_201901,163,urban,201901
montana,201902,All_Arterial_201901,783,all,201901
nebraska,201902,Rural_Arterial_201901,595,rural,201901
nebraska,201902,Urban_Arterial_201901,551,urban,201901
nebraska,201902,All_Arterial_201901,1486,all,201901
nevada,201902,Rural_Arterial_201901,299,rural,201901
nevada,201902,Urban_Arterial_201901,1182,urban,201901
nevada,201902,All_Arterial_201901,2172,all,201901
new hampshire,201902,Rural_Arterial_201901,227,rural,201901
new hampshire,201902,Urban_Arterial_201901,489,urban,201901
new hampshire,201902,All_Arterial_201901,975,all,201901
new jersey,201902,Rural_Arterial_201901,217,rural,201901
new jersey,201902,Urban_Arterial_201901,4022,urban,201901
new jersey,201902,All_Arterial_201901,5547,all,201901
new mexico,201902,Rural_Arterial_201901,785,rural,201901
new mexico,201902,Urban_Arterial_201901,745,urban,201901
new mexico,201902,All_Arterial_201901,2340,all,201901
new york,201902,Rural_Arterial_201901,910,rural,201901
new york,201902,Urban_Arterial_201901,5537,urban,201901
new york,201902,All_Arterial_201901,9149,all,201901
north carolina,201902,Rural_Arterial_201901,1815,rural,201901
north carolina,201902,Urban_Arterial_201901,4717,urban,201901
north carolina,201902,All_Arterial_201901,10113,all,201901
north dakota,201902,Rural_Arterial_201901,342,rural,201901
north dakota,201902,Urban_Arterial_201901,170,urban,201901
north dakota,201902,All_Arterial_201901,746,all,201901
ohio,201902,Rural_Arterial_201901,1363,rural,201901
ohio,201902,Urban_Arterial_201901,4627,urban,201901
ohio,201902,All_Arterial_201901,9201,all,201901
oklahoma,201902,Rural_Arterial_201901,948,rural,201901
