State,data_monthid,category,Million_Vehicle_Miles,area,monthid
maryland,201906,Urban_Arterial_201905,3775,urban,201905
maryland,201906,All_Arterial_201905,5538,all,201905
massachusetts,201906,Rural_Arterial_201905,162,rural,201905
massachusetts,201906,Urban_Arterial_201905,4165,urban,201905
massachusetts,201906,All_Arterial_201905,5553,all,201905
michigan,201906,Rural_Arterial_201905,1791,rural,201905
michigan,201906,Urban_Arterial_201905,4933,urban,201905
michigan,201906,All_Arterial_201905,8863,all,201905
minnesota,201906,Rural_Arterial_201905,1535,rural,201905
minnesota,201906,Urban_Arterial_201905,2375,urban,201905
minnesota,201906,All_Arterial_201905,5390,all,201905
mississippi,201906,Rural_Arterial_201905,1196,rural,201905
mississippi,201906,Urban_Arterial_201905,1078,urban,201905
mississippi,201906,All_Arterial_201905,3682,all,201905
missouri,201906,Rural_Arterial_201905,1806,rural,201905
missouri,201906,Urban_Arterial_201905,2790,urban,201905
missouri,201906,All_Arterial_201905,6593,all,201905
montana,201906,Rural_Arterial_201905,537,rural,201905
montana,201906,Urban_Arterial_201905,207,urban,201905
montana,201906,All_Arterial_201905,1067,all,201905
nebraska,201906,Rural_Arterial_201905,816,rural,201905
nebraska,201906,Urban_Arterial_201905,639,urban,201905
nebraska,201906,All_Arterial_201905,1899,all,201905
nevada,201906,Rural_Arterial_201905,408,rural,201905
nevada,201906,Urban_Arterial_201905,1387,urban,201905
nevada,201906,All_Arterial_201905,2596,all,201905
new hampshire,201906,Rural_Arterial_201905,293,rural,201905
new hampshire,201906,Urban_Arterial_201905,597,urban,201905
new hampshire,201906,All_Arterial_201905,1201,all,201905
new jersey,201906,Rural_Arterial_201905,275,rural,201905
new jersey,201906,Urban_Arterial_201905,4921,urban,201905
new jersey,201906,All_Arterial_201905,7019,all,201905
new mexico,201906,Rural_Arterial_201905,860,rural,201905
new mexico,201906,Urban_Arterial_201905,785,urban,201905
new mexico,201906,All_Arterial_201905,2683,all,201905
new york,201906,Rural_Arterial_201905,1290,rural,201905
new york,201906,Urban_Arterial_201905,7283,urban,201905
new york,201906,All_Arterial_201905,11652,all,201905
north carolina,201906,Rural_Arterial_201905,2011,rural,201905
north carolina,201906,Urban_Arterial_201905,5250,urban,201905
north carolina,201906,All_Arterial_201905,11056,all,201905
north dakota,201906,Rural_Arterial_201905,394,rural,201905
north dakota,201906,Urban_Arterial_201905,163,urban,201905
north dakota,201906,All_Arterial_201905,816,all,201905
ohio,201906,Rural_Arterial_201905,1780,rural,201905
ohio,201906,Urban_Arterial_201905,5361,urban,201905
ohio,201906,All_Arterial_201905,10646,all,201905
oklahoma,201906,Rural_Arterial_201905,1131,rural,201905
oklahoma,201906,Urban_Arterial_201905,1601,urban,201905
oklahoma,201906,All_Arterial_201905,4146,all,201905
oregon,201906,Rural_Arterial_201905,896,rural,201905
oregon,201906,Urban_Arterial_201905,1504,urban,201905
oregon,201906,All_Arterial_201905,3303,all,201905
pennsylvania,201906,Rural_Arterial_201905,2168,rural,201905
pennsylvania,201906,Urban_Arterial_201905,4659,urban,201905
pennsylvania,201906,All_Arterial_201905,9118,all,201905
rhode island,201906,Rural_Arterial_201905,60,rural,201905
rhode island,201906,Urban_Arterial_201905,557,urban,201905
rhode island,201906,All_Arterial_201905,721,all,201905
south carolina,201906,Rural_Arterial_201905,1640,rural,201905
south carolina,201906,Urban_Arterial_201905,2119,urban,201905
south carolina,201906,All_Arterial_201905,5095,all,201905
south dakota,201906,Rural_Arterial_201905,431,rural,201905
south dakota,201906,Urban_Arterial_201905,201,urban,201905
south dakota,201906,All_Arterial_201905,841,all,201905
tennessee,201906,Rural_Arterial_201905,1546,rural,201905
tennessee,201906,Urban_Arterial_201905,3580,urban,201905
tennessee,201906,All_Arterial_201905,7245,all,201905
texas,201906,Rural_Arterial_201905,4767,rural,201905
texas,201906,Urban_Arterial_201905,13966,urban,201905
texas,201906,All_Arterial_201905,24210,all,201905
utah,201906,Rural_Arterial_201905,568,rural,201905
utah,201906,Urban_Arterial_201905,1421,urban,201905
utah,201906,All_Arterial_201905,2705,all,201905
vermont,201906,Rural_Arterial_201905,254,rural,201905
vermont,201906,Urban_Arterial_201905,131,urban,201905
vermont,201906,All_Arterial_201905,627,all,201905
virginia,201906,Rural_Arterial_201905,2060,rural,201905
virginia,201906,Urban_Arterial_201905,4200,urban,201905
virginia,201906,All_Arterial_201905,7870,all,201905
washington,201906,Rural_Arterial_201905,1069,rural,201905
washington,201906,Urban_Arterial_201905,3595,urban,201905
washington,201906,All_Arterial_201905,6041,all,201905
west virginia,201906,Rural_Arterial_201905,379,rural,201905
west virginia,201906,Urban_Arterial_201905,549,urban,201905
west virginia,201906,All_Arterial_201905,1320,all,201905
wisconsin,201906,Rural_Arterial_201905,1875,rural,201905
wisconsin,201906,Urban_Arterial_201905,2300,urban,201905
wisconsin,201906,All_Arterial_201905,5998,all,201905
wyoming,201906,Rural_Arterial_201905,419,rural,201905
wyoming,201906,Urban_Arterial_201905,174,urban,201905
wyoming,201906,All_Arterial_201905,855,all,201905
alabama,201907,Rural_Arterial_201906,1608,rural,201906
alabama,201907,Urban_Arterial_201906,2339,urban,201906
alabama,201907,All_Arterial_201906,6391,all,201906
alaska,201907,Rural_Arterial_201906,141,rural,201906
alaska,201907,Urban_Arterial_201906,201,urban,201906
alaska,201907,All_Arterial_201906,520,all,201906
arizona,201907,Rural_Arterial_201906,1118,rural,201906
arizona,201907,Urban_Arterial_201906,3594,urban,201906
arizona,201907,All_Arterial_201906,6111,all,201906
arkansas,201907,Rural_Arterial_201906,1033,rural,201906
arkansas,201907,Urban_Arterial_201906,1248,urban,201906
arkansas,201907,All_Arterial_201906,3216,all,201906
california,201907,Rural_Arterial_201906,3218,rural,201906
california,201907,Urban_Arterial_201906,21660,urban,201906
california,201907,All_Arterial_201906,30500,all,201906
colorado,201907,Rural_Arterial_201906,1045,rural,201906
colorado,201907,Urban_Arterial_201906,2374,urban,201906
colorado,201907,All_Arterial_201906,4346,all,201906
connecticut,201907,Rural_Arterial_201906,144,rural,201906
connecticut,201907,Urban_Arterial_201906,1945,urban,201906
connecticut,201907,All_Arterial_201906,2681,all,201906
delaware,201907,Rural_Arterial_201906,204,rural,201906
delaware,201907,Urban_Arterial_201906,514,urban,201906
delaware,201907,All_Arterial_201906,1014,all,201906
district of columbia,201907,Rural_Arterial_201906,0,rural,201906
district of columbia,201907,Urban_Arterial_201906,251,urban,201906
district of columbia,201907,All_Arterial_201906,349,all,201906
florida,201907,Rural_Arterial_201906,2150,rural,201906
florida,201907,Urban_Arterial_201906,10142,urban,201906
florida,201907,All_Arterial_201906,18617,all,201906
georgia,201907,Rural_Arterial_201906,1537,rural,201906
georgia,201907,Urban_Arterial_201906,5472,urban,201906
georgia,201907,All_Arterial_201906,10240,all,201906
hawaii,201907,Rural_Arterial_201906,86,rural,201906
hawaii,201907,Urban_Arterial_201906,461,urban,201906
hawaii,201907,All_Arterial_201906,896,all,201906
idaho,201907,Rural_Arterial_201906,609,rural,201906
idaho,201907,Urban_Arterial_201906,510,urban,201906
idaho,201907,All_Arterial_201906,1630,all,201906
illinois,201907,Rural_Arterial_201906,1865,rural,201906
illinois,201907,Urban_Arterial_201906,5729,urban,201906
illinois,201907,All_Arterial_201906,10221,all,201906
indiana,201907,Rural_Arterial_201906,1360,rural,201906
indiana,201907,Urban_Arterial_201906,2662,urban,201906
indiana,201907,All_Arterial_201906,6630,all,201906
iowa,201907,Rural_Arterial_201906,1306,rural,201906
iowa,201907,Urban_Arterial_201906,918,urban,201906
iowa,201907,All_Arterial_201906,3037,all,201906
kansas,201907,Rural_Arterial_201906,951,rural,201906
kansas,201907,Urban_Arterial_201906,1000,urban,201906
kansas,201907,All_Arterial_201906,2820,all,201906
kentucky,201907,Rural_Arterial_201906,1620,rural,201906
kentucky,201907,Urban_Arterial_201906,1521,urban,201906
kentucky,201907,All_Arterial_201906,4366,all,201906
louisiana,201907,Rural_Arterial_201906,1185,rural,201906
louisiana,201907,Urban_Arterial_201906,2245,urban,201906
louisiana,201907,All_Arterial_201906,4449,all,201906
maine,201907,Rural_Arterial_201906,499,rural,201906
maine,201907,Urban_Arterial_201906,274,urban,201906
maine,201907,All_Arterial_201906,1284,all,201906
maryland,201907,Rural_Arterial_201906,587,rural,201906
maryland,201907,Urban_Arterial_201906,3578,urban,201906
maryland,201907,All_Arterial_201906,5244,all,201906
massachusetts,201907,Rural_Arterial_201906,159,rural,201906
massachusetts,201907,Urban_Arterial_201906,4101,urban,201906
massachusetts,201907,All_Arterial_201906,5461,all,201906
michigan,201907,Rural_Arterial_201906,1727,rural,201906
michigan,201907,Urban_Arterial_201906,4500,urban,201906
michigan,201907,All_Arterial_201906,8313,all,201906
minnesota,201907,Rural_Arterial_201906,1484,rural,201906
minnesota,201907,Urban_Arterial_201906,2374,urban,201906
minnesota,201907,All_Arterial_201906,5353,all,201906
mississippi,201907,Rural_Arterial_201906,1154,rural,201906
mississippi,201907,Urban_Arterial_201906,1087,urban,201906
mississippi,201907,All_Arterial_201906,3670,all,201906
missouri,201907,Rural_Arterial_201906,1701,rural,201906
missouri,201907,Urban_Arterial_201906,2664,urban,201906
missouri,201907,All_Arterial_201906,6425,all,201906
montana,201907,Rural_Arterial_201906,667,rural,201906
montana,201907,Urban_Arterial_201906,263,urban,201906
montana,201907,All_Arterial_201906,1315,all,201906
nebraska,201907,Rural_Arterial_201906,793,rural,201906
nebraska,201907,Urban_Arterial_201906,618,urban,201906
nebraska,201907,All_Arterial_201906,1881,all,201906
nevada,201907,Rural_Arterial_201906,423,rural,201906
nevada,201907,Urban_Arterial_201906,1094,urban,201906
nevada,201907,All_Arterial_201906,2224,all,201906
new hampshire,201907,Rural_Arterial_201906,317,rural,201906
new hampshire,201907,Urban_Arterial_201906,577,urban,201906
new hampshire,201907,All_Arterial_201906,1219,all,201906
new jersey,201907,Rural_Arterial_201906,238,rural,201906
new jersey,201907,Urban_Arterial_201906,4664,urban,201906
new jersey,201907,All_Arterial_201906,6502,all,201906
new mexico,201907,Rural_Arterial_201906,854,rural,201906
new mexico,201907,Urban_Arterial_201906,689,urban,201906
new mexico,201907,All_Arterial_201906,2456,all,201906
new york,201907,Rural_Arterial_201906,1301,rural,201906
new york,201907,Urban_Arterial_201906,6613,urban,201906
new york,201907,All_Arterial_201906,10560,all,201906
north carolina,201907,Rural_Arterial_201906,1946,rural,201906
north carolina,201907,Urban_Arterial_201906,5098,urban,201906
north carolina,201907,All_Arterial_201906,10429,all,201906
north dakota,201907,Rural_Arterial_201906,436,rural,201906
north dakota,201907,Urban_Arterial_201906,181,urban,201906
north dakota,201907,All_Arterial_201906,899,all,201906
ohio,201907,Rural_Arterial_201906,1681,rural,201906
ohio,201907,Urban_Arterial_201906,4953,urban,201906
ohio,201907,All_Arterial_201906,10250,all,201906
oklahoma,201907,Rural_Arterial_201906,1182,rural,201906
oklahoma,201907,Urban_Arterial_201906,1599,urban,201906
oklahoma,201907,All_Arterial_201906,4140,all,201906
oregon,201907,Rural_Arterial_201906,962,rural,201906
oregon,201907,Urban_Arterial_201906,1463,urban,201906
oregon,201907,All_Arterial_201906,3334,all,201906
pennsylvania,201907,Rural_Arterial_201906,2029,rural,201906
pennsylvania,201907,Urban_Arterial_201906,4463,urban,201906
pennsylvania,201907,All_Arterial_201906,8812,all,201906
rhode island,201907,Rural_Arterial_201906,53,rural,201906
rhode island,201907,Urban_Arterial_201906,558,urban,201906
rhode island,201907,All_Arterial_201906,717,all,201906
south carolina,201907,Rural_Arterial_201906,1556,rural,201906
south carolina,201907,Urban_Arterial_201906,2116,urban,201906
south carolina,201907,All_Arterial_201906,4869,all,201906
south dakota,201907,Rural_Arterial_201906,513,rural,201906
south dakota,201907,Urban_Arterial_201906,212,urban,201906
south dakota,201907,All_Arterial_201906,945,all,201906
tennessee,201907,Rural_Arterial_201906,1568,rural,201906
tennessee,201907,Urban_Arterial_201906,3697,urban,201906
tennessee,201907,All_Arterial_201906,7395,all,201906
texas,201907,Rural_Arterial_201906,4900,rural,201906
texas,201907,Urban_Arterial_201906,12900,urban,201906
texas,201907,All_Arterial_201906,23137,all,201906
utah,201907,Rural_Arterial_201906,599,rural,201906
utah,201907,Urban_Arterial_201906,1374,urban,201906
utah,201907,All_Arterial_201906,2706,all,201906
vermont,201907,Rural_Arterial_201906,266,rural,201906
vermont,201907,Urban_Arterial_201906,126,urban,201906
vermont,201907,All_Arterial_201906,635,all,201906
virginia,201907,Rural_Arterial_201906,1920,rural,201906
virginia,201907,Urban_Arterial_201906,3918,urban,201906
virginia,201907,All_Arterial_201906,7264,all,201906
washington,201907,Rural_Arterial_201906,1087,rural,201906
washington,201907,Urban_Arterial_201906,3440,urban,201906
washington,201907,All_Arterial_201906,5881,all,201906
west virginia,201907,Rural_Arterial_201906,461,rural,201906
west virginia,201907,Urban_Arterial_201906,632,urban,201906
west virginia,201907,All_Arterial_201906,1514,all,201906
wisconsin,201907,Rural_Arterial_201906,1739,rural,201906
wisconsin,201907,Urban_Arterial_201906,2272,urban,201906
wisconsin,201907,All_Arterial_201906,5932,all,201906
wyoming,201907,Rural_Arterial_201906,436,rural,201906
wyoming,201907,Urban_Arterial_201906,153,urban,201906
wyoming,201907,All_Arterial_201906,879,all,201906
